Recognition Log: Kshitij Sinha(1416-0481) Hritik Baweja(5667-7397) // [$1 RECOGNITION ALGORITHM] // [Unistroke Gesture Logs] // USER-DEPENDENT RANDOM-100
User[all-users],GestureType[all-gestures-types],RandomIteration[1to2],#ofTrainingExamples[E],TotalSizeOfTrainingSet[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],CorrectIncorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted[instance-and-score]
2,Two,1,7,70,"['Zero10', 'Zero09', 'Zero07', 'Zero08', 'Zero05', 'Zero04', 'Zero02', 'One06', 'One02', 'One04', 'One03', 'One09', 'One05', 'One08', 'Two06', 'Two05', 'Two08', 'Two04', 'Two01', 'Two07', 'Two03', 'Three02', 'Three09', 'Three07', 'Three05', 'Three04', 'Three06', 'Three01', 'Four07', 'Four09', 'Four05', 'Four06', 'Four01', 'Four02', 'Four04', 'Five03', 'Five06', 'Five08', 'Five02', 'Five10', 'Five04', 'Five07', 'Six04', 'Six05', 'Six10', 'Six03', 'Six07', 'Six06', 'Six02', 'Seven01', 'Seven05', 'Seven06', 'Seven03', 'Seven10', 'Seven09', 'Seven07', 'Eight03', 'Eight05', 'Eight06', 'Eight02', 'Eight01', 'Eight10', 'Eight04', 'Nine07', 'Nine04', 'Nine08', 'Nine10', 'Nine01', 'Nine02', 'Nine09']",Two09,Two07,1,0.85,Two07,"{'Two07': 0.8533986081850845, 'Two01': 0.808211645964356, 'Two03': 0.7273155693921953, 'Two05': 0.7241507218948529, 'Two06': 0.7181647867078087, 'Two04': 0.7074045025241571, 'Two08': 0.697638105183018, 'One04': 0.6618453899623391, 'One05': 0.652749283446447, 'One06': 0.630905461965248, 'Seven05': 0.6180459951000918, 'Three04': 0.5763952147992262, 'One08': 0.5686196861918842, 'Three09': 0.563751027555159, 'Seven03': 0.5587721657978417, 'Eight05': 0.5579966300182089, 'Zero04': 0.5549357408860129, 'Eight04': 0.5535392296826877, 'Three01': 0.5493084207834009, 'Zero10': 0.5491514651885185, 'Zero08': 0.5476914972862024, 'Zero07': 0.5432430852049515, 'Zero05': 0.5357215385035777, 'Eight10': 0.532648688107036, 'Three07': 0.51791661350554, 'Eight01': 0.511100353418334, 'Zero02': 0.5103936064071788, 'Six02': 0.5078303975409293, 'Seven06': 0.5041956200303492, 'Seven10': 0.5007865802316349, 'Three02': 0.5004702595399928, 'Seven09': 0.49995201881928697, 'Six07': 0.49621598823181023, 'Seven07': 0.48724109568338925, 'Six04': 0.4857880977034579, 'Three05': 0.4779209374067086, 'Three06': 0.47039224670170254, 'Nine09': 0.4697797140179917, 'Six03': 0.4657981428496315, 'Four09': 0.4622999963899206, 'Four05': 0.45697283824119106, 'Seven01': 0.4563222227155529, 'Six10': 0.45615931952013533, 'Four07': 0.45109673480608703, 'Six06': 0.4506314400514684, 'Six05': 0.44897023623300214, 'Four04': 0.4471739279968331, 'Eight06': 0.4356842729823249, 'Four02': 0.4239259932698123, 'Zero09': 0.3986115783554701}"
2,Three,1,7,70,"['Zero10', 'Zero09', 'Zero07', 'Zero08', 'Zero05', 'Zero04', 'Zero02', 'One06', 'One02', 'One04', 'One03', 'One09', 'One05', 'One08', 'Two06', 'Two05', 'Two08', 'Two04', 'Two01', 'Two07', 'Two03', 'Three02', 'Three09', 'Three07', 'Three05', 'Three04', 'Three06', 'Three01', 'Four07', 'Four09', 'Four05', 'Four06', 'Four01', 'Four02', 'Four04', 'Five03', 'Five06', 'Five08', 'Five02', 'Five10', 'Five04', 'Five07', 'Six04', 'Six05', 'Six10', 'Six03', 'Six07', 'Six06', 'Six02', 'Seven01', 'Seven05', 'Seven06', 'Seven03', 'Seven10', 'Seven09', 'Seven07', 'Eight03', 'Eight05', 'Eight06', 'Eight02', 'Eight01', 'Eight10', 'Eight04', 'Nine07', 'Nine04', 'Nine08', 'Nine10', 'Nine01', 'Nine02', 'Nine09']",Three03,Three05,1,0.91,Three05,"{'Three05': 0.9093618906095798, 'Three02': 0.8982343381056371, 'Three01': 0.8971084854402714, 'Three06': 0.8712429808123371, 'Three07': 0.8329734813496907, 'Three04': 0.8153743408238614, 'Three09': 0.7812109884868805, 'Seven07': 0.7723563713293866, 'Seven01': 0.7665164924253554, 'Seven06': 0.7499399362296432, 'Seven09': 0.730914637046509, 'Seven03': 0.72299730199812, 'Seven10': 0.7025980484986258, 'One04': 0.7008091462813115, 'Seven05': 0.6982860750572029, 'One05': 0.6841873179083646, 'One06': 0.6705938422724915, 'One08': 0.6644738538750721, 'Five06': 0.6490664604899374, 'Nine09': 0.6420065751328681, 'Five07': 0.637167981444384, 'Five10': 0.6304474855017776, 'Nine07': 0.6206054577581765, 'Five08': 0.6145828127665418, 'Two08': 0.60745074971983, 'Five02': 0.6044381352935527, 'Nine01': 0.6007884761852131, 'Five04': 0.5997330425584444, 'Nine10': 0.5986271314020377, 'Two03': 0.5831523327006642, 'Two05': 0.5830778046599244, 'Two04': 0.5794543255906732, 'Nine08': 0.5652376184819301, 'Two06': 0.5610314542264943, 'Nine02': 0.5592818348153886, 'Two01': 0.539539133617605, 'Two07': 0.5295534456849913, 'Nine04': 0.5292488441657981, 'One02': 0.5270901056555469, 'One09': 0.4908560343145033, 'Five03': 0.4796572960887877, 'Four09': 0.44223009095046906, 'Four02': 0.4361025208896352, 'Four07': 0.4268909084519448, 'Four04': 0.4197750077188651, 'Four05': 0.39311248334552773, 'One03': 0.39048284701766245, 'Four06': 0.38649106748235684, 'Six02': 0.3333124244212421, 'Six04': 0.32338861178955614}"
2,Four,1,7,70,"['Zero10', 'Zero09', 'Zero07', 'Zero08', 'Zero05', 'Zero04', 'Zero02', 'One06', 'One02', 'One04', 'One03', 'One09', 'One05', 'One08', 'Two06', 'Two05', 'Two08', 'Two04', 'Two01', 'Two07', 'Two03', 'Three02', 'Three09', 'Three07', 'Three05', 'Three04', 'Three06', 'Three01', 'Four07', 'Four09', 'Four05', 'Four06', 'Four01', 'Four02', 'Four04', 'Five03', 'Five06', 'Five08', 'Five02', 'Five10', 'Five04', 'Five07', 'Six04', 'Six05', 'Six10', 'Six03', 'Six07', 'Six06', 'Six02', 'Seven01', 'Seven05', 'Seven06', 'Seven03', 'Seven10', 'Seven09', 'Seven07', 'Eight03', 'Eight05', 'Eight06', 'Eight02', 'Eight01', 'Eight10', 'Eight04', 'Nine07', 'Nine04', 'Nine08', 'Nine10', 'Nine01', 'Nine02', 'Nine09']",Four03,Four06,1,0.89,Four06,"{'Four06': 0.8928386855306928, 'Four05': 0.88864180687972, 'Four02': 0.8861770975650494, 'Four04': 0.8759012277205687, 'Four07': 0.8503046043139324, 'Four01': 0.7251989946651239, 'Four09': 0.7020086603719593, 'Zero09': 0.6426590695835386, 'Zero02': 0.6216694113872477, 'Zero05': 0.6177385263184274, 'Zero04': 0.5784760902918715, 'Zero08': 0.5691818298306, 'Nine01': 0.564644321340076, 'Nine10': 0.5558099444890874, 'Nine04': 0.5531246582749134, 'Zero07': 0.5368094913164652, 'Nine08': 0.5355349472115004, 'Nine02': 0.5353624277408044, 'Zero10': 0.5142301281162502, 'Nine07': 0.4718195383053403, 'Eight04': 0.4540989757715229, 'Nine09': 0.42761291038125504, 'Five07': 0.4082857989250571, 'Five08': 0.40390865898825234, 'Five02': 0.397447308547756, 'Five06': 0.3966830087401504, 'Eight10': 0.380780269212301, 'Three02': 0.3804289702122462, 'Six07': 0.37799959678410155, 'One08': 0.37694401227956753, 'Six10': 0.3753705158156173, 'Five10': 0.3663972001150666, 'Six02': 0.35723204973081235, 'Two07': 0.3569072024942662, 'Eight01': 0.3560558229914963, 'Five04': 0.35487633162320964, 'Eight05': 0.34619809053827155, 'Six06': 0.34607394717261375, 'Six04': 0.34121849106089563, 'Six03': 0.3364724243131312, 'Three05': 0.33017354148903044, 'Three01': 0.3270312596697694, 'One04': 0.3244031777370241, 'One06': 0.3144153178507876, 'Seven10': 0.31111396402536395, 'Seven09': 0.3105892982691828, 'Three06': 0.31021434749204824, 'One02': 0.30956200049859983, 'Eight06': 0.3084291849376113, 'One05': 0.3079074877293484}"
2,Five,1,7,70,"['Zero10', 'Zero09', 'Zero07', 'Zero08', 'Zero05', 'Zero04', 'Zero02', 'One06', 'One02', 'One04', 'One03', 'One09', 'One05', 'One08', 'Two06', 'Two05', 'Two08', 'Two04', 'Two01', 'Two07', 'Two03', 'Three02', 'Three09', 'Three07', 'Three05', 'Three04', 'Three06', 'Three01', 'Four07', 'Four09', 'Four05', 'Four06', 'Four01', 'Four02', 'Four04', 'Five03', 'Five06', 'Five08', 'Five02', 'Five10', 'Five04', 'Five07', 'Six04', 'Six05', 'Six10', 'Six03', 'Six07', 'Six06', 'Six02', 'Seven01', 'Seven05', 'Seven06', 'Seven03', 'Seven10', 'Seven09', 'Seven07', 'Eight03', 'Eight05', 'Eight06', 'Eight02', 'Eight01', 'Eight10', 'Eight04', 'Nine07', 'Nine04', 'Nine08', 'Nine10', 'Nine01', 'Nine02', 'Nine09']",Five05,Five07,1,0.92,Five07,"{'Five07': 0.9183037505128451, 'Five04': 0.8361688583984339, 'Five02': 0.8332169993599872, 'Five06': 0.8190094828338518, 'Five10': 0.813319169325456, 'Five08': 0.8073006378074826, 'Three02': 0.7274888303327216, 'Nine07': 0.7271850097659392, 'Three06': 0.7184051992638579, 'Three05': 0.7083700656710067, 'Nine08': 0.6998492954066162, 'Three07': 0.6917020626819385, 'Nine02': 0.6892884500277054, 'Five03': 0.6813199982825537, 'Nine01': 0.6644193874510511, 'Nine10': 0.6639641487849607, 'Nine04': 0.649923445134573, 'Nine09': 0.6385092399643546, 'One02': 0.629723706516504, 'One06': 0.6248764420220916, 'Three04': 0.6195322079121643, 'One08': 0.6176997100006503, 'One04': 0.6127223323456814, 'Three09': 0.6121287679097237, 'One09': 0.6116331538488303, 'One05': 0.6008272187957566, 'Seven05': 0.5990905914373634, 'One03': 0.5873482040239659, 'Seven03': 0.5827187412544594, 'Three01': 0.5501235841870091, 'Six03': 0.543416390316843, 'Six05': 0.532591886678865, 'Six04': 0.5303110799726285, 'Six02': 0.5195845499431949, 'Six10': 0.5151938698316032, 'Six07': 0.4893484967797215, 'Four09': 0.48606778815764695, 'Six06': 0.4758183283454973, 'Four04': 0.4546866131653575, 'Seven01': 0.4516129744219566, 'Two05': 0.451208676180321, 'Two04': 0.4443468341892416, 'Two08': 0.44377164578049677, 'Four02': 0.43546698341536505, 'Four07': 0.43235716809906966, 'Two03': 0.4300622503601623, 'Four05': 0.4175418036422517, 'Two06': 0.41297792268253253, 'Seven07': 0.4026185953151731, 'Four06': 0.39482044949757433}"
2,Six,1,7,70,"['Zero10', 'Zero09', 'Zero07', 'Zero08', 'Zero05', 'Zero04', 'Zero02', 'One06', 'One02', 'One04', 'One03', 'One09', 'One05', 'One08', 'Two06', 'Two05', 'Two08', 'Two04', 'Two01', 'Two07', 'Two03', 'Three02', 'Three09', 'Three07', 'Three05', 'Three04', 'Three06', 'Three01', 'Four07', 'Four09', 'Four05', 'Four06', 'Four01', 'Four02', 'Four04', 'Five03', 'Five06', 'Five08', 'Five02', 'Five10', 'Five04', 'Five07', 'Six04', 'Six05', 'Six10', 'Six03', 'Six07', 'Six06', 'Six02', 'Seven01', 'Seven05', 'Seven06', 'Seven03', 'Seven10', 'Seven09', 'Seven07', 'Eight03', 'Eight05', 'Eight06', 'Eight02', 'Eight01', 'Eight10', 'Eight04', 'Nine07', 'Nine04', 'Nine08', 'Nine10', 'Nine01', 'Nine02', 'Nine09']",Six01,Six03,1,0.92,Six03,"{'Six03': 0.9219977392213418, 'Six10': 0.9096284617020988, 'Six04': 0.9035679799611127, 'Six02': 0.9003261615278303, 'Six07': 0.8922699307135122, 'Six05': 0.8758139550162087, 'Six06': 0.8192437857439238, 'Zero07': 0.6572438726765201, 'Zero04': 0.6567945515209916, 'Zero10': 0.642406804653255, 'Zero08': 0.6253289087039264, 'Four09': 0.6191395951544296, 'Five10': 0.5719017805067701, 'Five06': 0.5688810949994105, 'Two01': 0.5382755490741211, 'Five04': 0.5356545809874715, 'Five02': 0.5309055057872393, 'One09': 0.5274010307967323, 'Nine01': 0.5251222674811615, 'Zero05': 0.5238922071119652, 'One02': 0.5238654992940823, 'Five03': 0.5164153794395012, 'Nine08': 0.5111667519243849, 'One08': 0.5104205495832996, 'Eight01': 0.5083820607447525, 'Five07': 0.5003914556652462, 'Four07': 0.4872820701942773, 'Four04': 0.4832838261459058, 'Nine10': 0.47888161070251045, 'Two07': 0.47495273053483233, 'Five08': 0.4711244408176771, 'Zero02': 0.4699439397147501, 'Two04': 0.4649161317431847, 'Nine04': 0.46386813689855566, 'Two03': 0.46215433095368186, 'Two05': 0.45567505179646806, 'One04': 0.4548206829982331, 'Four02': 0.45090244847413197, 'One06': 0.44771904043557176, 'One05': 0.43890339273684476, 'Four05': 0.4340403444340818, 'Two06': 0.4154447929394912, 'Three07': 0.41131201901564063, 'Eight05': 0.409070110554033, 'Two08': 0.40259432017860497, 'One03': 0.4022434180438462, 'Three09': 0.39732667199938654, 'Eight04': 0.3941818280521956, 'Eight10': 0.38651525506021767, 'Nine02': 0.3839300381617964}"
2,Seven,1,7,70,"['Zero10', 'Zero09', 'Zero07', 'Zero08', 'Zero05', 'Zero04', 'Zero02', 'One06', 'One02', 'One04', 'One03', 'One09', 'One05', 'One08', 'Two06', 'Two05', 'Two08', 'Two04', 'Two01', 'Two07', 'Two03', 'Three02', 'Three09', 'Three07', 'Three05', 'Three04', 'Three06', 'Three01', 'Four07', 'Four09', 'Four05', 'Four06', 'Four01', 'Four02', 'Four04', 'Five03', 'Five06', 'Five08', 'Five02', 'Five10', 'Five04', 'Five07', 'Six04', 'Six05', 'Six10', 'Six03', 'Six07', 'Six06', 'Six02', 'Seven01', 'Seven05', 'Seven06', 'Seven03', 'Seven10', 'Seven09', 'Seven07', 'Eight03', 'Eight05', 'Eight06', 'Eight02', 'Eight01', 'Eight10', 'Eight04', 'Nine07', 'Nine04', 'Nine08', 'Nine10', 'Nine01', 'Nine02', 'Nine09']",Seven08,Seven01,1,0.96,Seven01,"{'Seven01': 0.9576232035402953, 'Seven07': 0.9439889290847714, 'Seven06': 0.9084195420091246, 'Seven09': 0.8526776287510576, 'Seven10': 0.8191858443364588, 'Seven03': 0.7658653543336723, 'Three02': 0.7281082835260171, 'Three01': 0.7273499203370304, 'Three04': 0.722616258926772, 'Three06': 0.7100298944099732, 'Three09': 0.7013053870200385, 'Seven05': 0.6976898862382166, 'Nine09': 0.6920480081799196, 'One04': 0.6860644115573812, 'One05': 0.6734713837587729, 'One06': 0.6538734104372386, 'Three07': 0.6427410759597543, 'Three05': 0.6199890244730301, 'Nine07': 0.6165442647799275, 'Two08': 0.5590956233977544, 'One08': 0.5415192312576431, 'Two06': 0.5261039928458103, 'Two05': 0.5155560793952654, 'Nine02': 0.49467072746086305, 'Two07': 0.49206648476936565, 'Two04': 0.48853304693265664, 'Nine10': 0.4833534311918326, 'Two03': 0.4815291892073287, 'Five08': 0.46659998118086465, 'Nine01': 0.44861643810978546, 'Two01': 0.44378666675129197, 'Five07': 0.43379418375106227, 'Nine04': 0.41025232451853755, 'Nine08': 0.40484395154615704, 'Five02': 0.4008459993556558, 'Five06': 0.39515692921340795, 'Five04': 0.3890353064191917, 'Five10': 0.3746400319618671, 'Five03': 0.3313213862826455, 'Four09': 0.31263626150722124, 'One02': 0.30038064466429926, 'Four02': 0.2914443714217736, 'Four04': 0.28956151792942253, 'Four06': 0.28508320471118487, 'Four07': 0.2831166242187081, 'Four05': 0.27242563323143776, 'Eight04': 0.26788014256408377, 'One09': 0.25584666098606146, 'Four01': 0.24968029223622135, 'Zero10': 0.22528279129185647}"
2,Eight,1,7,70,"['Zero10', 'Zero09', 'Zero07', 'Zero08', 'Zero05', 'Zero04', 'Zero02', 'One06', 'One02', 'One04', 'One03', 'One09', 'One05', 'One08', 'Two06', 'Two05', 'Two08', 'Two04', 'Two01', 'Two07', 'Two03', 'Three02', 'Three09', 'Three07', 'Three05', 'Three04', 'Three06', 'Three01', 'Four07', 'Four09', 'Four05', 'Four06', 'Four01', 'Four02', 'Four04', 'Five03', 'Five06', 'Five08', 'Five02', 'Five10', 'Five04', 'Five07', 'Six04', 'Six05', 'Six10', 'Six03', 'Six07', 'Six06', 'Six02', 'Seven01', 'Seven05', 'Seven06', 'Seven03', 'Seven10', 'Seven09', 'Seven07', 'Eight03', 'Eight05', 'Eight06', 'Eight02', 'Eight01', 'Eight10', 'Eight04', 'Nine07', 'Nine04', 'Nine08', 'Nine10', 'Nine01', 'Nine02', 'Nine09']",Eight09,Eight10,1,0.81,Eight10,"{'Eight10': 0.8096651071106795, 'Eight04': 0.7806433355012261, 'Eight06': 0.7783816929712927, 'Eight05': 0.6884975009337866, 'Eight03': 0.6735321688499576, 'Eight02': 0.6205924793719071, 'Eight01': 0.6202197956907233, 'Zero10': 0.47109820922463497, 'Zero08': 0.4624557655518867, 'Zero07': 0.45674131996524403, 'Zero04': 0.44794158455151234, 'Four09': 0.4408481748153119, 'Zero05': 0.43976087609534065, 'Two07': 0.43829858014482237, 'Zero02': 0.42589334497654474, 'Two01': 0.4203116532101331, 'Four07': 0.3990607254223516, 'Six07': 0.3840149151671882, 'Four05': 0.3753931971109443, 'Six02': 0.3753607359479517, 'Four02': 0.37042750498102794, 'Two06': 0.36550536878492723, 'Four04': 0.3642502344861427, 'One08': 0.36284366692554826, 'Two03': 0.3613735126676415, 'Two04': 0.35431823073260094, 'Six04': 0.35055151958522834, 'Two05': 0.33150380693868753, 'Six03': 0.32844020268495067, 'Six10': 0.32598987507101806, 'Four06': 0.3249369459324718, 'Two08': 0.3223690650598299, 'Six05': 0.3189647188737116, 'Four01': 0.31380518621673525, 'Six06': 0.30824609110412915, 'Nine09': 0.3061952610176123, 'Seven10': 0.2949984328000531, 'One04': 0.29146377927714384, 'Nine01': 0.287235699006707, 'Seven09': 0.28322202582109623, 'Zero09': 0.2815646380237006, 'One05': 0.28111339551554604, 'Nine04': 0.2786174370952085, 'Nine10': 0.27662760356844673, 'Seven06': 0.2750672319231602, 'One06': 0.27356579180386376, 'Seven07': 0.25381385556842895, 'One02': 0.25096152921487913, 'Nine08': 0.23775931440742848, 'One09': 0.23025397120205893}"
2,Nine,1,7,70,"['Zero10', 'Zero09', 'Zero07', 'Zero08', 'Zero05', 'Zero04', 'Zero02', 'One06', 'One02', 'One04', 'One03', 'One09', 'One05', 'One08', 'Two06', 'Two05', 'Two08', 'Two04', 'Two01', 'Two07', 'Two03', 'Three02', 'Three09', 'Three07', 'Three05', 'Three04', 'Three06', 'Three01', 'Four07', 'Four09', 'Four05', 'Four06', 'Four01', 'Four02', 'Four04', 'Five03', 'Five06', 'Five08', 'Five02', 'Five10', 'Five04', 'Five07', 'Six04', 'Six05', 'Six10', 'Six03', 'Six07', 'Six06', 'Six02', 'Seven01', 'Seven05', 'Seven06', 'Seven03', 'Seven10', 'Seven09', 'Seven07', 'Eight03', 'Eight05', 'Eight06', 'Eight02', 'Eight01', 'Eight10', 'Eight04', 'Nine07', 'Nine04', 'Nine08', 'Nine10', 'Nine01', 'Nine02', 'Nine09']",Nine06,Nine10,1,0.88,Nine10,"{'Nine10': 0.8842580035817351, 'Nine01': 0.8280265728532588, 'Nine07': 0.8278319197030717, 'Nine02': 0.825279049334481, 'Nine08': 0.7906775716305187, 'Nine04': 0.7539869930158125, 'Five07': 0.7107931017885833, 'Five08': 0.7023448807668575, 'Nine09': 0.7006500990384481, 'Five06': 0.6769987387642206, 'Five02': 0.6605029999796839, 'Five10': 0.6249226496385611, 'Three02': 0.6151126899402289, 'Five04': 0.6063865114005043, 'One08': 0.5669816081730052, 'Three06': 0.5664654704343902, 'Three01': 0.5593783436245638, 'Three05': 0.5582051150396166, 'Three07': 0.5533015474001142, 'Three04': 0.5374864060154414, 'Four02': 0.5321455537405406, 'Four04': 0.5289916522013924, 'Seven07': 0.5278050759254653, 'Seven09': 0.5275583037490483, 'One04': 0.5261573160275725, 'Seven06': 0.5252023009495695, 'One06': 0.516342656611366, 'Three09': 0.515990651853885, 'Four06': 0.5141487002572322, 'Four07': 0.5127493487246639, 'Seven10': 0.5099709015026355, 'One05': 0.5090182201826614, 'Seven01': 0.5085456575538765, 'Four05': 0.5080880292034708, 'Four09': 0.5014976912240137, 'Seven05': 0.4802669411507603, 'One02': 0.47330506118043325, 'Seven03': 0.4608653903958245, 'Four01': 0.4432882947599439, 'One09': 0.43348290407250034, 'Five03': 0.4310015933590169, 'Zero04': 0.42751510629275813, 'Two05': 0.4220949502138396, 'Two04': 0.4200798980489858, 'Zero05': 0.4118070353627191, 'Two03': 0.40667241474115756, 'Two01': 0.40431517050618115, 'Six02': 0.4026253331895907, 'Zero07': 0.3968990282424345, 'Two08': 0.39490108291412074}"
2,Zero,1,8,80,"['Zero06', 'Zero03', 'Zero07', 'Zero10', 'Zero01', 'Zero08', 'Zero09', 'Zero04', 'One08', 'One07', 'One01', 'One05', 'One09', 'One06', 'One03', 'One10', 'Two05', 'Two04', 'Two03', 'Two01', 'Two02', 'Two09', 'Two10', 'Two07', 'Three04', 'Three10', 'Three05', 'Three09', 'Three02', 'Three08', 'Three03', 'Three07', 'Four02', 'Four10', 'Four09', 'Four04', 'Four07', 'Four06', 'Four08', 'Four05', 'Five03', 'Five01', 'Five05', 'Five02', 'Five06', 'Five07', 'Five08', 'Five04', 'Six06', 'Six02', 'Six03', 'Six08', 'Six05', 'Six01', 'Six07', 'Six04', 'Seven01', 'Seven08', 'Seven07', 'Seven10', 'Seven05', 'Seven04', 'Seven03', 'Seven02', 'Eight04', 'Eight05', 'Eight10', 'Eight09', 'Eight02', 'Eight01', 'Eight06', 'Eight08', 'Nine04', 'Nine09', 'Nine02', 'Nine01', 'Nine08', 'Nine05', 'Nine06', 'Nine07']",Zero05,Zero04,1,0.95,Zero04,"{'Zero04': 0.9478319319357702, 'Zero07': 0.9459693404700455, 'Zero06': 0.9400420019981257, 'Zero08': 0.9274224635408514, 'Zero10': 0.9241793208958125, 'Zero03': 0.9224231717712013, 'Zero01': 0.8632921096050404, 'Four08': 0.6912791620944683, 'Four05': 0.6781825818466377, 'Four09': 0.6552266283714165, 'Four06': 0.6550549342589362, 'Zero09': 0.6546134211886195, 'Four07': 0.639772732640613, 'Four04': 0.6388090584313624, 'Four02': 0.6126071491687217, 'Four10': 0.5959654093854705, 'Six07': 0.5823839256553067, 'Eight04': 0.5632445648517557, 'Two07': 0.5470088740551554, 'Two10': 0.5427534007021371, 'Six06': 0.5358341676240048, 'Two09': 0.5357215385035777, 'Two01': 0.5274883885501399, 'Six01': 0.5238922071119652, 'Eight10': 0.49526636179572037, 'Six04': 0.49354537381468566, 'Eight05': 0.4890895359002667, 'Six02': 0.48268855415056067, 'Six03': 0.4749644802939563, 'Eight01': 0.46599057815284883, 'Eight08': 0.4490507800255279, 'Five08': 0.44012687742991086, 'Eight09': 0.43976087609534065, 'Two02': 0.4364153251703934, 'Six05': 0.43339243847636033, 'Two05': 0.43302216521813597, 'Two03': 0.42256577756801794, 'Two04': 0.4190754611421962, 'Nine06': 0.4118070353627191, 'Nine01': 0.41027615834085773, 'Eight06': 0.3919371545750544, 'One06': 0.38398177021536417, 'Five06': 0.3749639469447311, 'Five07': 0.36115066540968555, 'Five05': 0.3574267556164892, 'One05': 0.35592737626197235, 'Nine05': 0.3457598265317401, 'Seven05': 0.3389613671510062, 'Nine07': 0.3358265035456345, 'One08': 0.334470141781095}"
2,One,1,8,80,"['Zero06', 'Zero03', 'Zero07', 'Zero10', 'Zero01', 'Zero08', 'Zero09', 'Zero04', 'One08', 'One07', 'One01', 'One05', 'One09', 'One06', 'One03', 'One10', 'Two05', 'Two04', 'Two03', 'Two01', 'Two02', 'Two09', 'Two10', 'Two07', 'Three04', 'Three10', 'Three05', 'Three09', 'Three02', 'Three08', 'Three03', 'Three07', 'Four02', 'Four10', 'Four09', 'Four04', 'Four07', 'Four06', 'Four08', 'Four05', 'Five03', 'Five01', 'Five05', 'Five02', 'Five06', 'Five07', 'Five08', 'Five04', 'Six06', 'Six02', 'Six03', 'Six08', 'Six05', 'Six01', 'Six07', 'Six04', 'Seven01', 'Seven08', 'Seven07', 'Seven10', 'Seven05', 'Seven04', 'Seven03', 'Seven02', 'Eight04', 'Eight05', 'Eight10', 'Eight09', 'Eight02', 'Eight01', 'Eight06', 'Eight08', 'Nine04', 'Nine09', 'Nine02', 'Nine01', 'Nine08', 'Nine05', 'Nine06', 'Nine07']",One02,One09,1,0.95,One09,"{'One09': 0.9538098741781847, 'One01': 0.9430684519236497, 'One10': 0.9146555940370986, 'One07': 0.9092911370411857, 'One08': 0.8824560693862206, 'One03': 0.8126030842761454, 'Five04': 0.7274356684577453, 'Five01': 0.7136639869033583, 'One05': 0.7122625484818438, 'Three10': 0.6934675678659259, 'One06': 0.6830492658352193, 'Five06': 0.6812925487826726, 'Five02': 0.6571912425577705, 'Three07': 0.655249346288451, 'Five03': 0.6486840781227259, 'Three09': 0.6385375567247984, 'Seven05': 0.6379301352583024, 'Two05': 0.637325969207827, 'Two03': 0.6366606566907762, 'Two04': 0.6361889388913737, 'Three08': 0.6310377589743854, 'Five05': 0.6297237065165044, 'Five07': 0.6180555945262165, 'Three05': 0.6119205826432568, 'Two01': 0.5947680854045796, 'Three04': 0.590346625751405, 'Six02': 0.5888070217615573, 'Five08': 0.5677896480891034, 'Seven03': 0.5661954132202802, 'Nine08': 0.563199582451392, 'Six04': 0.5564197589605651, 'Nine01': 0.5532533232182362, 'Nine04': 0.5428964143473392, 'Six05': 0.5426000883582993, 'Seven02': 0.5404236955088144, 'Six03': 0.5352232506586876, 'Three02': 0.5342780201806828, 'Three03': 0.5270901056555468, 'Six01': 0.5238654992940821, 'Nine07': 0.5126914731421974, 'Six07': 0.5108897193085683, 'Seven04': 0.5104386768859224, 'Six08': 0.505653189701875, 'Nine02': 0.47717909436896444, 'Nine06': 0.47330506118043314, 'Nine05': 0.4711301198376501, 'Nine09': 0.4650428211372313, 'Two10': 0.43774016442998787, 'Two07': 0.42147230459977025, 'Six06': 0.41928809140106627}"
