Recognition Log: Kshitij Sinha(1416-0481) Hritik Baweja(5667-7397) // [$1 RECOGNITION ALGORITHM] // [Unistroke Gesture Logs] // USER-DEPENDENT RANDOM-100
User[all-users],GestureType[all-gestures-types],RandomIteration[1to2],#ofTrainingExamples[E],TotalSizeOfTrainingSet[count],TrainingSetContents[specific-gesture-instances],Candidate[specific-instance],RecoResultGestureType[what-was-recognized],CorrectIncorrect[1or0],RecoResultScore,RecoResultBestMatch[specific-instance],RecoResultNBestSorted[instance-and-score]
6,Nine,1,4,40,"['Zero04', 'Zero07', 'Zero03', 'Zero02', 'One04', 'One10', 'One01', 'One02', 'Two01', 'Two06', 'Two04', 'Two02', 'Three05', 'Three01', 'Three06', 'Three03', 'Four08', 'Four04', 'Four02', 'Four03', 'Five04', 'Five07', 'Five01', 'Five02', 'Six08', 'Six10', 'Six02', 'Six05', 'Seven04', 'Seven08', 'Seven03', 'Seven07', 'Eight02', 'Eight10', 'Eight05', 'Eight08', 'Nine03', 'Nine01', 'Nine10', 'Nine06']",Nine09,Nine03,1,0.88,Nine03,"{'Nine03': 0.8758441644574648, 'Nine06': 0.7994717139444496, 'Three06': 0.6831350936175287, 'Nine01': 0.6725097600274013, 'Three05': 0.6703602076652969, 'Seven08': 0.6646132695020748, 'One02': 0.6445772244300161, 'Three01': 0.6381298325645661, 'Seven04': 0.6245246114508136, 'Seven03': 0.6223874834592409, 'Five01': 0.6040935086009936, 'Five04': 0.6029233416718767, 'Seven07': 0.6009665221510219, 'Three03': 0.5874130960964415, 'Five02': 0.5757998786908571, 'Five07': 0.546137527568143, 'Nine10': 0.4553010372805303, 'One10': 0.4459076307208931, 'Two04': 0.4338350806259451, 'One01': 0.4288529459410907, 'Four02': 0.4225423336606339, 'Four03': 0.41928783407968084, 'Two06': 0.40894442966018707, 'Four08': 0.38382745728454337, 'Six10': 0.3816692707806625, 'One04': 0.3745670443317556, 'Six08': 0.35926978894417994, 'Six02': 0.35724127020113094, 'Two01': 0.35456024334990655, 'Two02': 0.34830492591226525, 'Four04': 0.34526610130328395, 'Eight02': 0.3191447260096102, 'Six05': 0.3185140585887275, 'Zero04': 0.295374073751527, 'Zero03': 0.29108103812262043, 'Zero02': 0.2858249074570781, 'Zero07': 0.27468095686985916, 'Eight08': 0.26452340801869945, 'Eight10': 0.2568931815842843, 'Eight05': 0.21206380679439107}"
6,Zero,1,5,50,"['Zero01', 'Zero08', 'Zero04', 'Zero03', 'Zero05', 'One05', 'One09', 'One10', 'One06', 'One07', 'Two07', 'Two10', 'Two02', 'Two06', 'Two04', 'Three02', 'Three06', 'Three09', 'Three08', 'Three04', 'Four02', 'Four01', 'Four07', 'Four06', 'Four05', 'Five10', 'Five01', 'Five09', 'Five04', 'Five06', 'Six08', 'Six07', 'Six02', 'Six04', 'Six10', 'Seven02', 'Seven08', 'Seven09', 'Seven06', 'Seven10', 'Eight07', 'Eight06', 'Eight02', 'Eight03', 'Eight04', 'Nine10', 'Nine01', 'Nine05', 'Nine06', 'Nine03']",Zero09,Zero04,1,0.96,Zero04,"{'Zero04': 0.9637305792007442, 'Zero01': 0.9512022569480972, 'Zero03': 0.9491986462546856, 'Zero08': 0.9307212004422079, 'Zero05': 0.9303978649274174, 'Six08': 0.7124299464122155, 'Six10': 0.6374163193114477, 'Four05': 0.610242797131024, 'Four02': 0.6087224109382179, 'Four07': 0.6042788767244147, 'Six07': 0.5610171183697529, 'Four01': 0.5503806833236514, 'Eight04': 0.5175784464579799, 'Four06': 0.5168907751752198, 'Two07': 0.505911423409555, 'Six02': 0.49664361744096774, 'Six04': 0.46193025228583684, 'Eight06': 0.452776774827237, 'Two06': 0.45243566510999456, 'Two02': 0.4449997276290679, 'Eight02': 0.4361736451915903, 'Eight03': 0.43304207289643015, 'Nine05': 0.40913073760273844, 'Two04': 0.4051193520785211, 'Eight07': 0.4023205797858065, 'Nine01': 0.391570456389597, 'One09': 0.36555882765012493, 'Two10': 0.36306005098982475, 'One10': 0.3619926732657929, 'Nine06': 0.36092455347435903, 'Nine03': 0.35012993526812053, 'Three08': 0.2823554695454976, 'Three06': 0.27475375941210645, 'Three02': 0.26941255583737234, 'Three04': 0.23802178151412412, 'Three09': 0.23018612399892113, 'Five04': 0.20313510067290808, 'Seven02': 0.17797724048103547, 'Five06': 0.177541122701372, 'Five01': 0.1757448039671723, 'Seven09': 0.1622903818853626, 'Five09': 0.15774782862346748, 'Seven08': 0.15771034141430307, 'Five10': 0.1534712572210465, 'Seven06': 0.14839737993338553, 'Seven10': 0.1376536793452856, 'Nine10': 0.10397363125977566, 'One05': 0.0470708319930232, 'One06': 0.0031991987619329754, 'One07': -0.006824735860181397}"
6,One,1,5,50,"['Zero01', 'Zero08', 'Zero04', 'Zero03', 'Zero05', 'One05', 'One09', 'One10', 'One06', 'One07', 'Two07', 'Two10', 'Two02', 'Two06', 'Two04', 'Three02', 'Three06', 'Three09', 'Three08', 'Three04', 'Four02', 'Four01', 'Four07', 'Four06', 'Four05', 'Five10', 'Five01', 'Five09', 'Five04', 'Five06', 'Six08', 'Six07', 'Six02', 'Six04', 'Six10', 'Seven02', 'Seven08', 'Seven09', 'Seven06', 'Seven10', 'Eight07', 'Eight06', 'Eight02', 'Eight03', 'Eight04', 'Nine10', 'Nine01', 'Nine05', 'Nine06', 'Nine03']",One01,One05,1,0.88,One05,"{'One05': 0.8845820428341029, 'One06': 0.8096819041756913, 'One07': 0.7798992766954399, 'One09': 0.7127940786785574, 'One10': 0.6944752419421321, 'Two04': 0.6417015274340733, 'Five04': 0.6360598427135138, 'Five01': 0.628400788149384, 'Two10': 0.625823820064281, 'Five10': 0.6210960629007194, 'Five09': 0.6153096538361698, 'Five06': 0.6028637221156481, 'Two06': 0.5867756658201937, 'Three06': 0.5578646320848659, 'Two02': 0.535061488577197, 'Three08': 0.5284563207856798, 'Nine10': 0.5148200375014109, 'Three09': 0.5129114566359837, 'Three02': 0.5117667414149987, 'Six02': 0.5002594413533019, 'Two07': 0.4990147351918679, 'Three04': 0.47475159449428406, 'Seven09': 0.46919781931134774, 'Six04': 0.4685349950633818, 'Seven08': 0.4659238836351951, 'Seven02': 0.46357272804249583, 'Nine06': 0.4612456576087114, 'Eight02': 0.4599793196023402, 'Six07': 0.4590477201129096, 'Nine01': 0.45455713120458485, 'Seven06': 0.45011946710709916, 'Four07': 0.4490120708528088, 'Four01': 0.43929399269958425, 'Six10': 0.428676976477365, 'Seven10': 0.42059684153104915, 'Nine05': 0.4187805835899241, 'Eight03': 0.4156711750935089, 'Nine03': 0.41126146305761235, 'Eight04': 0.4081269957104643, 'Eight07': 0.4076684277592185, 'Four06': 0.4004754333405257, 'Six08': 0.38944879109292896, 'Eight06': 0.37126899044586514, 'Four02': 0.35094927225189043, 'Four05': 0.3302491429388733, 'Zero08': 0.30639357781746956, 'Zero03': 0.22683646643784194, 'Zero01': 0.20013999552990147, 'Zero04': 0.19930594419045122, 'Zero05': 0.1895257695638981}"
6,Two,1,5,50,"['Zero01', 'Zero08', 'Zero04', 'Zero03', 'Zero05', 'One05', 'One09', 'One10', 'One06', 'One07', 'Two07', 'Two10', 'Two02', 'Two06', 'Two04', 'Three02', 'Three06', 'Three09', 'Three08', 'Three04', 'Four02', 'Four01', 'Four07', 'Four06', 'Four05', 'Five10', 'Five01', 'Five09', 'Five04', 'Five06', 'Six08', 'Six07', 'Six02', 'Six04', 'Six10', 'Seven02', 'Seven08', 'Seven09', 'Seven06', 'Seven10', 'Eight07', 'Eight06', 'Eight02', 'Eight03', 'Eight04', 'Nine10', 'Nine01', 'Nine05', 'Nine06', 'Nine03']",Two05,Two10,1,0.97,Two10,"{'Two10': 0.9691925086138907, 'Two04': 0.9040649499972205, 'Two06': 0.8668951677576089, 'Two02': 0.8479926005294268, 'Two07': 0.7983680679930528, 'One09': 0.6618222685845558, 'Seven02': 0.6000595561000914, 'Seven09': 0.5886637536055458, 'Seven08': 0.5842068430786171, 'Seven06': 0.5704544058337204, 'Three08': 0.5538090611749455, 'Three06': 0.552845123872813, 'One10': 0.5524035421776851, 'Seven10': 0.5501710869898303, 'Three09': 0.5488453960619578, 'Three02': 0.5378906374536253, 'Three04': 0.5354017703216517, 'One05': 0.5338536916341141, 'One07': 0.508574759363426, 'Five04': 0.5029011862214994, 'Five10': 0.4988639633060368, 'Five01': 0.49024108633077734, 'One06': 0.48907079068147585, 'Five06': 0.4793880455361109, 'Five09': 0.47888578888871103, 'Zero08': 0.4584244950209321, 'Zero03': 0.44507620223647404, 'Zero04': 0.43231675735156194, 'Nine03': 0.4291577575322796, 'Six04': 0.416494642569915, 'Zero01': 0.41565066903662506, 'Six08': 0.41273779499419516, 'Six10': 0.41162567159219954, 'Six02': 0.41057579713855197, 'Nine06': 0.40339460831992147, 'Eight02': 0.4028960295014321, 'Nine05': 0.4017129666411341, 'Six07': 0.4016364821528684, 'Eight03': 0.39958667076496124, 'Four07': 0.3987856255673382, 'Zero05': 0.3977900980751531, 'Nine10': 0.39317418874028365, 'Eight07': 0.37566453695887625, 'Nine01': 0.3691505548851829, 'Eight06': 0.36580906882849507, 'Four01': 0.3626954637775702, 'Eight04': 0.33175794778266043, 'Four02': 0.3316535690540654, 'Four05': 0.32340844121609913, 'Four06': 0.3042943689921248}"
6,Three,1,5,50,"['Zero01', 'Zero08', 'Zero04', 'Zero03', 'Zero05', 'One05', 'One09', 'One10', 'One06', 'One07', 'Two07', 'Two10', 'Two02', 'Two06', 'Two04', 'Three02', 'Three06', 'Three09', 'Three08', 'Three04', 'Four02', 'Four01', 'Four07', 'Four06', 'Four05', 'Five10', 'Five01', 'Five09', 'Five04', 'Five06', 'Six08', 'Six07', 'Six02', 'Six04', 'Six10', 'Seven02', 'Seven08', 'Seven09', 'Seven06', 'Seven10', 'Eight07', 'Eight06', 'Eight02', 'Eight03', 'Eight04', 'Nine10', 'Nine01', 'Nine05', 'Nine06', 'Nine03']",Three07,Three02,1,0.93,Three02,"{'Three02': 0.9344910174148415, 'Three06': 0.9318775370067306, 'Three08': 0.9142270159449992, 'Three09': 0.9012510247651133, 'Three04': 0.9010489535107913, 'Five04': 0.7647790019732092, 'Five01': 0.7598833967509158, 'Nine03': 0.7238361811347256, 'Seven08': 0.719284423813302, 'Seven09': 0.6947623088347017, 'Seven10': 0.68803340171889, 'Seven06': 0.6878380706693732, 'Seven02': 0.6799445434751212, 'Five06': 0.6715489669956118, 'Nine06': 0.6572806771761779, 'Five10': 0.6506922055802945, 'Nine05': 0.6494404128847617, 'Five09': 0.6463604178952113, 'One09': 0.6272380372924347, 'Nine01': 0.5980021725915251, 'Nine10': 0.5713761149125841, 'One07': 0.5677037501675398, 'One06': 0.5600614609306531, 'One05': 0.5529858505993492, 'Two04': 0.5495423324198545, 'Two10': 0.5476926501614278, 'Four01': 0.5449667897471873, 'Two06': 0.5225507531093141, 'Four06': 0.5132523450881902, 'One10': 0.505629387889406, 'Four07': 0.4837770257541921, 'Two07': 0.475597181669671, 'Two02': 0.47313194399898195, 'Four02': 0.4722782620813746, 'Four05': 0.4688284017711146, 'Six02': 0.4360065996380883, 'Six10': 0.403875480103455, 'Six04': 0.3992175254848178, 'Six07': 0.39511212443074495, 'Six08': 0.35579848399664216, 'Zero05': 0.282360893597586, 'Zero04': 0.2804655547780248, 'Zero01': 0.27821511870177384, 'Zero03': 0.27484681809769207, 'Zero08': 0.24688445714044904, 'Eight04': 0.21779414702677335, 'Eight02': 0.20613474317817782, 'Eight06': 0.1978532224494456, 'Eight03': 0.1772149985047251, 'Eight07': 0.15056726976577905}"
6,Four,1,5,50,"['Zero01', 'Zero08', 'Zero04', 'Zero03', 'Zero05', 'One05', 'One09', 'One10', 'One06', 'One07', 'Two07', 'Two10', 'Two02', 'Two06', 'Two04', 'Three02', 'Three06', 'Three09', 'Three08', 'Three04', 'Four02', 'Four01', 'Four07', 'Four06', 'Four05', 'Five10', 'Five01', 'Five09', 'Five04', 'Five06', 'Six08', 'Six07', 'Six02', 'Six04', 'Six10', 'Seven02', 'Seven08', 'Seven09', 'Seven06', 'Seven10', 'Eight07', 'Eight06', 'Eight02', 'Eight03', 'Eight04', 'Nine10', 'Nine01', 'Nine05', 'Nine06', 'Nine03']",Four04,Four05,1,0.87,Four05,"{'Four05': 0.8712841371927118, 'Four02': 0.8711208512310488, 'Four06': 0.8188938796693322, 'Four07': 0.8006570092331129, 'Four01': 0.7760228338672966, 'Six10': 0.6728688130765803, 'Six08': 0.6708026286558545, 'Zero05': 0.6623486839551793, 'Zero01': 0.6612422348219478, 'Zero08': 0.6519619148847502, 'Zero03': 0.6401934939810692, 'Six07': 0.6356468349370858, 'Zero04': 0.6278072716763237, 'Six02': 0.6031311242383349, 'Six04': 0.5608373968824891, 'Nine01': 0.46985949089570034, 'Eight04': 0.46095464926965035, 'Nine05': 0.45828624681818364, 'One10': 0.41073557562376073, 'Eight02': 0.4099133412785285, 'Two07': 0.4067598243725741, 'Nine06': 0.40390634747306986, 'Eight07': 0.3987768617051798, 'Five04': 0.389919888047226, 'Eight03': 0.3890406760978278, 'Five06': 0.3857892613518168, 'Three04': 0.3854618771843493, 'Eight06': 0.3828787917722841, 'Three09': 0.3813580588256076, 'Three08': 0.3792902036562278, 'Five01': 0.37556596278807175, 'Nine03': 0.37539424456329173, 'Two06': 0.3722593085613993, 'Two02': 0.3677331974522048, 'Three06': 0.36683620355073265, 'One09': 0.3663646384428122, 'Nine10': 0.36538801337843396, 'Three02': 0.35864338575671273, 'Five09': 0.35722834591667385, 'Five10': 0.35344456715554506, 'Two04': 0.347303776310521, 'Two10': 0.32042744425149194, 'Seven08': 0.3082886979227404, 'One05': 0.29156482823225305, 'Seven09': 0.28840441410350814, 'Seven06': 0.28345780965514444, 'Seven10': 0.2743414594485155, 'One06': 0.2682248039097632, 'One07': 0.26558301132556494, 'Seven02': 0.2624619554272114}"
6,Five,1,5,50,"['Zero01', 'Zero08', 'Zero04', 'Zero03', 'Zero05', 'One05', 'One09', 'One10', 'One06', 'One07', 'Two07', 'Two10', 'Two02', 'Two06', 'Two04', 'Three02', 'Three06', 'Three09', 'Three08', 'Three04', 'Four02', 'Four01', 'Four07', 'Four06', 'Four05', 'Five10', 'Five01', 'Five09', 'Five04', 'Five06', 'Six08', 'Six07', 'Six02', 'Six04', 'Six10', 'Seven02', 'Seven08', 'Seven09', 'Seven06', 'Seven10', 'Eight07', 'Eight06', 'Eight02', 'Eight03', 'Eight04', 'Nine10', 'Nine01', 'Nine05', 'Nine06', 'Nine03']",Five07,Five10,1,0.95,Five10,"{'Five10': 0.9519157670445557, 'Five09': 0.9299819588007862, 'Five04': 0.9160610966064288, 'Five01': 0.8816897500217289, 'Five06': 0.8409426700000323, 'Three06': 0.7806042785278327, 'Three09': 0.7256812497519326, 'One07': 0.6965735882464434, 'One06': 0.6587180473750801, 'One05': 0.6542719893330082, 'Nine01': 0.651244217259416, 'Nine06': 0.6189662213243994, 'Three02': 0.615992240810175, 'Three04': 0.6044507895393267, 'Three08': 0.5904553376095145, 'One09': 0.5736237484765925, 'Nine10': 0.5656717970086124, 'Nine05': 0.5519930669460862, 'Six02': 0.5467461845821311, 'Six04': 0.532803718234508, 'One10': 0.5253448608047016, 'Six10': 0.5148333567573506, 'Nine03': 0.5121131129157108, 'Six07': 0.5113148935240266, 'Four01': 0.498369773029697, 'Two10': 0.4879747930739178, 'Two04': 0.4808941366355499, 'Six08': 0.47063317651586956, 'Four06': 0.4681828446114481, 'Four07': 0.45996300141763546, 'Two06': 0.4526320423937057, 'Seven08': 0.44778287441016174, 'Seven09': 0.44460518673586125, 'Four02': 0.441171219523672, 'Seven02': 0.426612801190146, 'Seven06': 0.4209681038171442, 'Four05': 0.41756176518575994, 'Two02': 0.40437576870058156, 'Two07': 0.37778428395432806, 'Seven10': 0.3769475628640957, 'Eight02': 0.35007546308562953, 'Zero08': 0.31996095299534333, 'Zero03': 0.26927143845204504, 'Eight03': 0.2671235888220339, 'Zero05': 0.26181173883356734, 'Zero01': 0.25878452391631646, 'Zero04': 0.25473314101912004, 'Eight07': 0.241379874064499, 'Eight06': 0.20453889483662824, 'Eight04': 0.19615131753494375}"
6,Six,1,5,50,"['Zero01', 'Zero08', 'Zero04', 'Zero03', 'Zero05', 'One05', 'One09', 'One10', 'One06', 'One07', 'Two07', 'Two10', 'Two02', 'Two06', 'Two04', 'Three02', 'Three06', 'Three09', 'Three08', 'Three04', 'Four02', 'Four01', 'Four07', 'Four06', 'Four05', 'Five10', 'Five01', 'Five09', 'Five04', 'Five06', 'Six08', 'Six07', 'Six02', 'Six04', 'Six10', 'Seven02', 'Seven08', 'Seven09', 'Seven06', 'Seven10', 'Eight07', 'Eight06', 'Eight02', 'Eight03', 'Eight04', 'Nine10', 'Nine01', 'Nine05', 'Nine06', 'Nine03']",Six06,Six10,1,0.94,Six10,"{'Six10': 0.9429665307199013, 'Six07': 0.9367591747503898, 'Six02': 0.9240508462515253, 'Six04': 0.921709571980033, 'Six08': 0.9048448734145018, 'Four07': 0.7372215328762544, 'Four01': 0.7107481950857507, 'Zero03': 0.6980840913127186, 'Zero08': 0.69604606947153, 'Zero04': 0.688248400708424, 'Zero01': 0.6850578626417566, 'Zero05': 0.6752941760208229, 'Four02': 0.6592402230316186, 'Four06': 0.6394105834720846, 'Four05': 0.6309973361520564, 'Five06': 0.5950259213753009, 'Five09': 0.5617250710702519, 'Nine01': 0.5511800367865409, 'Five04': 0.5502896261391058, 'Five10': 0.549508027802916, 'Five01': 0.5292966710709668, 'Nine05': 0.5157019012435446, 'One05': 0.500776497538598, 'One10': 0.4855994512205687, 'Nine10': 0.47920577119257146, 'One06': 0.4785030157750326, 'Nine06': 0.47815503265364523, 'Eight02': 0.46817553933094525, 'Two06': 0.4656292300345719, 'Two04': 0.45369290242276494, 'Two07': 0.44946747989689473, 'Two02': 0.4475689736016286, 'Three06': 0.4444549952730016, 'One07': 0.42526211936728664, 'Two10': 0.41690658310379947, 'Nine03': 0.41454336538602765, 'Three08': 0.4110455264114321, 'Three09': 0.4092808116395099, 'Three02': 0.4048034392438078, 'Eight04': 0.4023101667029909, 'One09': 0.3947247661119614, 'Three04': 0.39347577756971497, 'Eight03': 0.37297849871193567, 'Eight06': 0.36649523724837596, 'Eight07': 0.35115533609155236, 'Seven08': 0.22607401076545397, 'Seven09': 0.2192578027777632, 'Seven02': 0.21866272794973063, 'Seven06': 0.20471656529855087, 'Seven10': 0.1882983591953502}"
6,Seven,1,5,50,"['Zero01', 'Zero08', 'Zero04', 'Zero03', 'Zero05', 'One05', 'One09', 'One10', 'One06', 'One07', 'Two07', 'Two10', 'Two02', 'Two06', 'Two04', 'Three02', 'Three06', 'Three09', 'Three08', 'Three04', 'Four02', 'Four01', 'Four07', 'Four06', 'Four05', 'Five10', 'Five01', 'Five09', 'Five04', 'Five06', 'Six08', 'Six07', 'Six02', 'Six04', 'Six10', 'Seven02', 'Seven08', 'Seven09', 'Seven06', 'Seven10', 'Eight07', 'Eight06', 'Eight02', 'Eight03', 'Eight04', 'Nine10', 'Nine01', 'Nine05', 'Nine06', 'Nine03']",Seven04,Seven09,1,0.98,Seven09,"{'Seven09': 0.9779551592331248, 'Seven02': 0.9756155044345968, 'Seven06': 0.9511133179563833, 'Seven08': 0.9398758483651001, 'Seven10': 0.9244681069943502, 'Three09': 0.704014157490556, 'Three06': 0.6813673218902259, 'Three08': 0.6796866445907215, 'Three02': 0.6795890532859132, 'Three04': 0.6716153350148664, 'One09': 0.655836903957922, 'Two10': 0.5976112341622803, 'One10': 0.586634567916998, 'Nine03': 0.5647497492994124, 'Two04': 0.5498011085504009, 'Two02': 0.5428248684827848, 'Nine06': 0.540548052724824, 'Two06': 0.5227154370616087, 'Two07': 0.5164002406207739, 'Five01': 0.5155409542732052, 'Five04': 0.49533819084710506, 'Nine05': 0.4843797750155707, 'Nine10': 0.4696792297122777, 'Nine01': 0.461313318893667, 'Five06': 0.45068512958623486, 'One05': 0.4379678465638689, 'Five10': 0.42637244884242065, 'Five09': 0.4116421879542127, 'One07': 0.41084771340560955, 'Four01': 0.39003529367027845, 'One06': 0.3845391936469348, 'Four07': 0.3668865918914448, 'Four05': 0.3615761083421968, 'Four06': 0.3595564866604378, 'Four02': 0.34770352493110324, 'Six02': 0.24508704222957534, 'Zero08': 0.24188229620982882, 'Eight04': 0.2408177395166995, 'Zero03': 0.23328591255866693, 'Six07': 0.21842746884860031, 'Six10': 0.21667451606578303, 'Six04': 0.21365640809380015, 'Zero01': 0.21126315824099573, 'Six08': 0.2079665003539175, 'Zero04': 0.20538685451297956, 'Eight03': 0.1971943103787165, 'Eight06': 0.18992283351890427, 'Zero05': 0.18705414043713142, 'Eight02': 0.1852794038593386, 'Eight07': 0.15772667388119255}"
6,Eight,1,5,50,"['Zero01', 'Zero08', 'Zero04', 'Zero03', 'Zero05', 'One05', 'One09', 'One10', 'One06', 'One07', 'Two07', 'Two10', 'Two02', 'Two06', 'Two04', 'Three02', 'Three06', 'Three09', 'Three08', 'Three04', 'Four02', 'Four01', 'Four07', 'Four06', 'Four05', 'Five10', 'Five01', 'Five09', 'Five04', 'Five06', 'Six08', 'Six07', 'Six02', 'Six04', 'Six10', 'Seven02', 'Seven08', 'Seven09', 'Seven06', 'Seven10', 'Eight07', 'Eight06', 'Eight02', 'Eight03', 'Eight04', 'Nine10', 'Nine01', 'Nine05', 'Nine06', 'Nine03']",Eight08,Eight03,1,0.92,Eight03,"{'Eight03': 0.9193843431330531, 'Eight07': 0.8750995850061662, 'Eight06': 0.86909796810044, 'Eight02': 0.7775011820204328, 'Eight04': 0.744675403185673, 'Two07': 0.48943096517945084, 'Two06': 0.469446795600193, 'Two02': 0.45927601192137324, 'Two04': 0.4358148528086442, 'Zero04': 0.4141492542939378, 'Zero05': 0.412911750199458, 'Zero03': 0.409044719752201, 'Four07': 0.40885491722731804, 'Two10': 0.40521895140955455, 'Zero01': 0.39696592741331493, 'Zero08': 0.3905053073335115, 'Six02': 0.38863736303914365, 'One10': 0.3831219901289846, 'Four01': 0.379415441463553, 'Six07': 0.3753601136506486, 'Six04': 0.3748242009444065, 'Four05': 0.35528965878323526, 'Four06': 0.3547705599764098, 'Four02': 0.3493342092732221, 'One09': 0.32496540929071194, 'Six10': 0.32404801393519633, 'One05': 0.32156621470856794, 'Six08': 0.2997861603367066, 'Nine05': 0.2568168646656699, 'One06': 0.2560615068045696, 'Nine01': 0.2501679882167901, 'One07': 0.2466694312715112, 'Nine06': 0.24146436349936162, 'Five10': 0.2361755131211175, 'Nine03': 0.22581602373984566, 'Five09': 0.22109948665655343, 'Five04': 0.21413021482784078, 'Seven08': 0.19841196633912983, 'Five01': 0.19790141404019812, 'Three08': 0.1900949135221609, 'Five06': 0.1795679451960963, 'Seven09': 0.17945369801128075, 'Three09': 0.1790854812264875, 'Three06': 0.1760352727515263, 'Seven06': 0.17280643335161172, 'Seven02': 0.16400201617974208, 'Three04': 0.15959012307652287, 'Seven10': 0.1591656057198103, 'Three02': 0.15862206295562187, 'Nine10': 0.11391116881195551}"
6,Nine,1,5,50,"['Zero01', 'Zero08', 'Zero04', 'Zero03', 'Zero05', 'One05', 'One09', 'One10', 'One06', 'One07', 'Two07', 'Two10', 'Two02', 'Two06', 'Two04', 'Three02', 'Three06', 'Three09', 'Three08', 'Three04', 'Four02', 'Four01', 'Four07', 'Four06', 'Four05', 'Five10', 'Five01', 'Five09', 'Five04', 'Five06', 'Six08', 'Six07', 'Six02', 'Six04', 'Six10', 'Seven02', 'Seven08', 'Seven09', 'Seven06', 'Seven10', 'Eight07', 'Eight06', 'Eight02', 'Eight03', 'Eight04', 'Nine10', 'Nine01', 'Nine05', 'Nine06', 'Nine03']",Nine08,Nine06,1,0.94,Nine06,"{'Nine06': 0.9432454281852181, 'Nine05': 0.8998939974975593, 'Nine03': 0.8655419095901253, 'Nine01': 0.8456081868649701, 'Five01': 0.6862742073584083, 'Five04': 0.6859606341558517, 'Three09': 0.6620157053998573, 'Three06': 0.6359440551223956, 'Five06': 0.6244267914176052, 'Three04': 0.6231795837536867, 'Five10': 0.6056725083593832, 'Three02': 0.6041919841494864, 'Five09': 0.6009234281967516, 'Nine10': 0.5928139614953927, 'Three08': 0.5903833792158931, 'Seven08': 0.5624606643384868, 'Seven10': 0.5478826134389402, 'Seven06': 0.5431374680724732, 'Seven09': 0.537275094071271, 'Four01': 0.5211464413504667, 'Four06': 0.5168946930626377, 'Seven02': 0.512099014577091, 'Six10': 0.5056453451641824, 'Four02': 0.4928619660218331, 'One09': 0.48458163425466516, 'Six08': 0.47327092388496006, 'Four05': 0.47110559704259203, 'One07': 0.46853161856468917, 'Four07': 0.46607352582868766, 'One05': 0.4652407811195981, 'Six02': 0.46400301592062043, 'Six07': 0.4608879273458095, 'One06': 0.4578817852906061, 'One10': 0.41957303861789874, 'Six04': 0.41940094797556515, 'Two04': 0.4004848518481806, 'Two06': 0.38796486010952325, 'Two10': 0.38691234823853027, 'Zero05': 0.3764170533368336, 'Zero01': 0.3749129758623314, 'Zero03': 0.3700697084789951, 'Zero04': 0.3566288434398621, 'Two07': 0.3510095278127917, 'Two02': 0.3499631350302561, 'Eight02': 0.3458142412329275, 'Zero08': 0.3389097438705494, 'Eight06': 0.2618740238439684, 'Eight03': 0.2579112837071462, 'Eight04': 0.254575490720777, 'Eight07': 0.20799124093402255}"
